X,Y,OBJECTID,naziv,adresa,grad_cetvr,telefon,fax,email,web,vr_vrtica,tip_vrtica,nadlezan,gradjevina,kuhinja,dvorana,vdi,strani_jez
16.066234342,45.826695246,96,PČELICA,Aleja lipa 1,DONJA DUBRAVA,01 285 1604,,vrtic.pcelica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,engleski
16.0450856040001,45.827976666,97,PČELICA,Trepčanska ulica 10,GORNJA DUBRAVA,01 285 1217,,vrtic.pcelica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,NE,DA,
15.9304233620001,45.812983053,98,PETAR PAN,Španovićeva ulica 18,ČRNOMEREC,01 375 0330,01 370 1126,vrtic.petarpan@zagreb.hr,www.vrtic-petarpan.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,NE,DA,engleski
15.943223538,45.8154256510001,99,PETAR PAN,Kuniščak 7,ČRNOMEREC,01 370 0798,,vrtic.petarpan@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,NE,DA,engleski
15.9461984650001,45.8126744090001,100,PETAR PAN,Ilica 230,ČRNOMEREC,01 377 5183,,vrtic.petarpan@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,DA,
15.9524461030001,45.8113954980001,101,PETAR PAN,Slovenska ulica 13,ČRNOMEREC,01 377 7527,,vrtic.petarpan@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.918756391,45.82293946,103,PETAR PAN,Lendavska ulica 7,ČRNOMEREC,"01 400 4690, 01 400 4691",,vrtic.petarpan@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,engleski
16.060287725,45.8365555870001,104,POLETARAC,Ulica Vile Velebita 18,GORNJA DUBRAVA,01 285 7772,01 285 7772,vrtic-poletarac@zagreb.hr,www.vrtic-poletarac.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
16.0573829890001,45.8377721360001,105,POLETARAC,Ulica Zvonimira Ljevakovića 8,GORNJA DUBRAVA,01 285 3880,,vrtic-poletarac@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,engleski
16.0574048280001,45.8386058770001,106,POLETARAC,Ulica Zvonimira Ljevakovića 20,GORNJA DUBRAVA,01 298 7887,,vrtic-poletarac@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
16.057431423,45.8394406260001,107,POLETARAC,Ulica Zvonimira Ljevakovića 32,GORNJA DUBRAVA,01 298 7224,,vrtic-poletarac@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.9580974400001,45.7986285060001,108,POTOČNICA,Ulica grada Vukovara 18A,TREŠNJEVKA-SJEVER,01 309 6438,01 309 6439,vrtic.potocnica@zagreb.hr,www.vrtic-potocnica.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,"engleski, mađarski"
15.9016209800001,45.7944239330001,109,PREČKO,Ulica Marijane Radev 1,TREŠNJEVKA-JUG,01 388 2207,01 387 9055,vrtic.precko@zagreb.hr,www.vrtic-precko.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.894824285,45.79267366,110,PREČKO,Jarnovićeva ulica 23,TREŠNJEVKA-JUG,01 388 2433,,vrtic.precko@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.895004215,45.7955045680001,111,PREČKO,Tijardovićeva ulica 13,TREŠNJEVKA-JUG,01 388 1550,,vrtic.precko@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
16.0390709530001,45.834321829,112,RADOST,Ljubijska ulica 79A,GORNJA DUBRAVA,01 285 1437,01 298 8573,vrtic.radost@zagreb.hr,www.vrtic-radost.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,"engleski, njemački"
16.044762425,45.8267600300001,113,RADOST,Ulica Hrvatskog proljeća 18,GORNJA DUBRAVA,01 298 8574,,vrtic.radost@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,
16.0453715680001,45.8269679680001,114,RADOST,Ulica Hrvatskog proljeća 20,GORNJA DUBRAVA,01 298 8574,,vrtic.radost@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
16.045991567,45.827170906,115,RADOST,Ulica Hrvatskog proljeća 22,GORNJA DUBRAVA,01 298 8574,,vrtic.radost@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,
15.9806110700001,45.8102869900001,116,RAZLIČAK,Wellerov vrt 1,DONJI GRAD,01 487 3283,01 487 0520,vrtic-razlicak@zagreb.hr,www.vrtic-razlicak.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,
15.9572239620001,45.852659724,117,RAZLIČAK,Podrebernica 15,PODSLJEME,01 467 4774,,vrtic-razlicak@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.9776702080001,45.8185081450001,118,RAZLIČAK,Kaptol 16,GORNJI GRAD-MEDVEŠČAK,01 481 7457,,vrtic-razlicak@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,engleski
15.9824360700001,45.811692023,119,RAZLIČAK,Jurišićeva ulica 24/2,DONJI GRAD,01 481 0636,,vrtic-razlicak@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,
15.9784303220001,45.8220817320001,120,RAZLIČAK,Nova Ves 36,GORNJI GRAD-MEDVEŠČAK,01 466 6766,,vrtic-razlicak@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,DA,engleski
15.981131197,45.8115975650001,121,RAZLIČAK,Ulica Milana Amruša 10/1,DONJI GRAD,01 492 2708,,vrtic-razlicak@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,
15.9499610290001,45.774857603,122,REMETINEC,Lanište 1D,NOVI ZAGREB-ZAPAD,01 614 0022,01 659 4427,vrtic-remetinec@zagreb.hr,www.vrtic-remetinec.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.956212373,45.7754253370001,123,REMETINEC,Nehruov trg 34A,NOVI ZAGREB-ZAPAD,01 653 6433,,vrtic-remetinec@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.945932213,45.77051684,124,REMETINEC,Ulica Vice Vukova 9,NOVI ZAGREB-ZAPAD,01 614 0129,,vrtic-remetinec@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.994989165,45.7930407040001,125,SAVICA,Ulica Vladimira Ruždjaka 7,TRNJE,01 615 1327,01 615 1332,vrtic.savica@zagreb.hr,www.vrtic-savica.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.9943467530001,45.78970321,126,SAVICA,Ulica Vladimira Ruždjaka 22,TRNJE,01 614 8001,,vrtic.savica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
16.109128361,45.82964409,127,SESVETE,"Ulica Ive Tijardovića 9, Sesvete",SESVETE,01 202 2720,01 200 0203,vrtic.sesvete@zagreb.hr,www.vrtic-sesvete.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
16.091730399,45.829938849,128,SESVETE,"Ulica Potočnica 6, Sesvete",SESVETE,01 201 3122,,vrtic.sesvete@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,NE,DA,engleski
16.1121257560001,45.8970626280001,129,SESVETE,"Prigorska ulica 59, Prekvršje",SESVETE,01 204 4007,,vrtic.sesvete@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,engleski
16.0969097830001,45.8301545620001,130,SESVETE,"Brestovečka ulica 10, Brestje",SESVETE,01 200 0344,,vrtic.sesvete@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,NE,DA,
16.094147767,45.8294761500001,131,SESVETE,"Ulica Jerolima Miše 24, Sesvete",SESVETE,01 204 9275,,vrtic.sesvete@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,NE,DA,
16.1117555060001,45.8762765650001,132,SESVETE,"Ulica Augusta Šenoe 26A, Vugrovec",SESVETE,01 645 4996,,vrtic.sesvete@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,engleski
15.969425416,45.7746458760001,133,SIGET,Siget 12,NOVI ZAGREB-ZAPAD,01 652 1121,01 652 1121,vrtic-siget@zagreb.hr,www.vrtic-siget.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,"engleski, njemački, francuski"
15.974953117,45.772226651,134,SIGET,Aleja pomoraca 27,NOVI ZAGREB-ZAPAD,01 652 7475,,vrtic-siget@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.9856249310001,45.776568684,135,SOPOT,Ulica Viktora Kovačića 18C,NOVI ZAGREB-ISTOK,01 667 9367,01 667 9367,tajnistvo@dv-sopot.hr,www.vrtic-sopot.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.986949726,45.774640789,136,SOPOT,Ostrogovićeva ulica 9,NOVI ZAGREB-ISTOK,01 668 5658,,tajnistvo@dv-sopot.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.9439085170001,45.789833818,137,SREDNJACI,Ulica Vladimira Filakovca 2,TREŠNJEVKA-JUG,01 384 2119,01 384 3058,vrtic.srednjaci@zagreb.hr,www.vrtic-srednjaci.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.9400794310001,45.7925883870001,138,SREDNJACI,I. Loparska 11,TREŠNJEVKA-JUG,01 384 2858,,vrtic.srednjaci@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,engleski
16.0709550290001,45.829853911,139,SUNCE,Treće Poljanice 2,GORNJA DUBRAVA,01 292 2355,01 292 2355,vrtic.sunce@zagreb.hr,www.vrtic-sunce.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
16.078043673,45.831446666,140,SUNCE,Prominska ulica 1,GORNJA DUBRAVA,01 292 4612,,vrtic.sunce@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,NE,DA,
15.9041296230001,45.7990505770001,141,SUNČANA,Dječji trg 2,STENJEVEC,01 386 7420,01 386 7429,vrtic.suncana@zagreb.hr,www.vrtic-suncana.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,
15.895435773,45.804235787,142,SUNČANA,Trg Ivana Kukuljevića 3,STENJEVEC,01 562 0617,,vrtic.suncana@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,NE,DA,engleski
15.895401162,45.8045571910001,143,SUNČANA,Trg Ivana Kukuljevića 4,STENJEVEC,01 562 0616,,vrtic.suncana@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,DA,DA,engleski
15.895300805,45.80517617,144,SUNČANA,Trg Ivana Kukuljevića 6,STENJEVEC,01 561 7768,,vrtic.suncana@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,DA,
15.8966298020001,45.8039620820001,145,SUNČANA,Trg Ivana Kukuljevića 13,STENJEVEC,01 561 7769,,vrtic.suncana@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,DA,
16.111563457,45.830588538,146,ŠEGRT HLAPIĆ,"Ulica Dobriše Cesarića 4, Sesvete",SESVETE,01 204 3960,01 204 3961,vrtic.segrthlapic@zagreb.hr,www.vrtic-segrthlapic.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,NE,DA,engleski
16.1298829570001,45.8252277380001,147,ŠEGRT HLAPIĆ,"Voćinska ulica 1, Sesvete",SESVETE,01 200 7541,,vrtic.segrthlapic@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,DA,DA,engleski
16.170762649,45.8234988180001,149,ŠEGRT HLAPIĆ,"Ulica Augusta Šenoe 42, Sesvetski Kraljevec",SESVETE,01 204 7591,,vrtic.segrthlapic@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,NE,
16.182430868,45.811054314,150,ŠEGRT HLAPIĆ,"Ulica Dragutina Mitića 4, Sesvete",SESVETE,01 202 5003,,vrtic.segrthlapic@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,DA,DA,DA,engleski
16.1697121080001,45.8230168270001,151,ŠEGRT HLAPIĆ,"Ulica Augusta Šenoe 50, Sesvetski Kraljevec",SESVETE,01 200 5376,,vrtic.segrthlapic@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.8976736130001,45.8000894640001,152,ŠPANSKO,Špansko 11,STENJEVEC,01 389 7022,01 389 7028,vrtic.spansko@zagreb.hr,www.vrtic-spansko.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,
15.8976508050001,45.805453033,153,ŠPANSKO,Ulica Vida Došena 39,STENJEVEC,01 389 9126,,vrtic.spansko@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.901520432,45.802722869,154,ŠPANSKO,Ulica Dobriše Cesarića 51,STENJEVEC,01 389 7585,,vrtic.spansko@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.9091064880001,45.800671134,155,ŠPANSKO,VI. Oranički odvojak 4,STENJEVEC,01 386 5354,,vrtic.spansko@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,DA,DA,
15.894103999,45.8050621240001,156,ŠPANSKO,Hrnetićka ulica 1,STENJEVEC,01 389 0662,,vrtic.spansko@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,DA,DA,
15.937232985,45.820204894,157,ŠUMSKA JAGODA,Sveti Duh 75,ČRNOMEREC,01 370 0732,01 375 6234,vrtic.sumskajagoda@zagreb.hr,www.vrtic-sumskajagoda.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,"engleski, njemački"
15.9408729350001,45.8187061610001,158,ŠUMSKA JAGODA,Sveti Duh 58,ČRNOMEREC,091 230 0830,,vrtic.sumskajagoda@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,
15.928656097,45.845746746,159,ŠUMSKA JAGODA,Mikulići 133,ČRNOMEREC,091 230 0828,,vrtic.sumskajagoda@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,DA,
15.939079652,45.8472944710001,160,ŠUMSKA JAGODA,Bijenik 164,ČRNOMEREC,091 230 0829,,vrtic.sumskajagoda@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.9392977740001,45.821555738,161,ŠUMSKA JAGODA,Dunjevac 15,ČRNOMEREC,091 230 0834,,vrtic.sumskajagoda@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.960698817,45.815399875,162,TATJANE MARINIĆ,Ulica Mihovila Pavlinovića 8,GORNJI GRAD-MEDVEŠČAK,01 376 0133,01 376 0132,vrtic.tatjanemarinic@zagreb.hr,www.vrtic-tatjanemarinic.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,"engleski, njemački"
15.972280475,45.815589011,163,TATJANE MARINIĆ,Ulica Antuna G. Matoša 7,GORNJI GRAD-MEDVEŠČAK,01 485 1085,,vrtic.tatjanemarinic@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,njemački
15.9689408310001,45.8199094670001,164,TATJANE MARINIĆ,Ulica Ivana Gorana Kovačića 31,GORNJI GRAD-MEDVEŠČAK,01 483 4552,,vrtic.tatjanemarinic@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,DA,DA,engleski
15.9983802200001,45.765917759,165,TRATINČICA,Ulica sv. Mateja 131,NOVI ZAGREB-ISTOK,01 660 0557,01 662 5061,vrtic.tratincica@zagreb.hr,www.vrtic-tratincica.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.9936288590001,45.7666534430001,166,TRATINČICA,Vajdin vijenac 2,NOVI ZAGREB-ISTOK,01 668 6933,,vrtic.tratincica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.992158272,45.765878215,167,TRATINČICA,Hribarov prilaz 2,NOVI ZAGREB-ISTOK,01 668 7802,,vrtic.tratincica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.995364104,45.7625638700001,168,TRATINČICA,Ulica sv. Mateja 55,NOVI ZAGREB-ISTOK,01 669 1768,,vrtic.tratincica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.9963422590001,45.762682731,169,TRATINČICA,Ulica sv. Mateja 73,NOVI ZAGREB-ISTOK,01 662 0916,,vrtic.tratincica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.9901516460001,45.7508583960001,170,TRATINČICA,"Buzinska cesta 49, Buzin",NOVI ZAGREB-ISTOK,01 660 8614,,vrtic.tratincica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,
15.987066402,45.763245682,171,TRATINČICA,Ulica Karela Zahradnika 13A,NOVI ZAGREB-ISTOK,01 664 0804,,vrtic.tratincica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.995131497,45.7688255570001,172,TRAVNO,Ulica Božidara Magovca 10,NOVI ZAGREB-ISTOK,01 660 1164,01 667 8521,vrtic.travno@zagreb.hr,www.vrtic-travno.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,"engleski, francuski"
15.9999700170001,45.770670823,173,TRAVNO,Ulica Božidara Magovca 105,NOVI ZAGREB-ISTOK,01 667 5598,,vrtic.travno@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,njemački
16.016961929,45.7381716460001,174,TRAVNO,"Velikopoljska ulica 12, Veliko Polje ",NOVI ZAGREB-ISTOK,01 664 6880,,vrtic.travno@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,DA,DA,engleski
15.996393373,45.77203217,175,TRAVNO,Kopernikova ulica 2,NOVI ZAGREB-ISTOK,01 667 4293,,vrtic.travno@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,"engleski, francuski"
15.958639756,45.802948933,176,TREŠNJEVKA,Ulica Huga Badalića 24,TREŠNJEVKA-SJEVER,01 382 0247,01 364 8185,vrtic.tresnjevka@zagreb.hr,www.vrtic-tresnjevka.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.953886101,45.8012916500001,177,TREŠNJEVKA,Trakošćanska ulica 45,TREŠNJEVKA-SJEVER,"01 382 0665, 01 382 2522",,vrtic.tresnjevka@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,njemački
16.00213956,45.812902159,178,TRNORUŽICA,Ulica Ferde Rusana 11,MAKSIMIR,01 231 2524,01 230 2990,vrtic.trnoruzica@zagreb.hr,www.vrtic-trnoruzica.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
16.00066116,45.813313303,179,TRNORUŽICA,Ulica Ferde Livadića 25,MAKSIMIR,01 233 4434,,vrtic.trnoruzica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,
15.9634340260001,45.774748097,180,TRNSKO,Trnsko 19,NOVI ZAGREB-ZAPAD,01 652 4076,01 652 4076,vrtic.trnsko@zagreb.hr,www.vrtic-trnsko.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.963063914,45.772367554,181,TRNSKO,Trnsko 31B,NOVI ZAGREB-ZAPAD,01 652 0641,,vrtic.trnsko@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.964197616,45.7699360330001,182,TRNSKO,Trnsko 39B,NOVI ZAGREB-ZAPAD,01 652 4285,,vrtic.trnsko@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.960973568,45.7800968080001,183,TRNSKO,Ulica Žarka Dolinara 11,NOVI ZAGREB-ZAPAD,01 645 4762,01 645 4762,vrtic.trnsko@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.997163637,45.7769886070001,184,UTRINA,Maretićeva ulica 2,NOVI ZAGREB-ISTOK,01 667 3178,01 667 3178,vrtic.utrina@zagreb.hr,www.vrtic-utrina.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.994525437,45.7749283890001,185,UTRINA,Balotin prilaz 1,NOVI ZAGREB-ISTOK,01 667 4875,,vrtic.utrina@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,
16.000255125,45.7741054420001,186,UTRINA,Katićev prilaz 1A,NOVI ZAGREB-ISTOK,01 660 0632,,vrtic.utrina@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,
15.9989273260001,45.8121450670001,187,VEDRI DANI,Ulica Milana Makanca 11A,DONJI GRAD,01 465 0350,01 464 6359,vrtic.vedridani@zagreb.hr,www.vrtic-vedridani.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,
15.987795164,45.8079763530001,188,VEDRI DANI,Ulica Kneza Borne 11A,DONJI GRAD,01 461 1743,,vrtic.vedridani@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,NE,DA,
15.9966018150001,45.8114626080001,189,VEDRI DANI,Ulica fra Filipa Grabovca 26A,DONJI GRAD,01 465 0902,,vrtic.vedridani@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,"engleski, njemački"
15.987390841,45.8093161350001,190,VEDRI DANI,Trg žrtava fašizma 11,DONJI GRAD,01 461 1751,,vrtic.vedridani@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,engleski
15.9934107030001,45.809684636,191,VEDRI DANI,Ulica Pavla Šubića 12/1,DONJI GRAD,01 465 5549,,vrtic.vedridani@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.996110006,45.808526837,192,VEDRI DANI,Ulica Ljudevita Posavskog 24,DONJI GRAD,01 464 7452,,vrtic.vedridani@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,DA,DA,engleski
